xflr5 v6.61

Plane name :        wist_2_10_down
Polar name :        T1-25.0 m/s-VLM1
Freestream speed :  25.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    5.000     0.000   0.894925   0.034051   0.015714   0.049766   0.000000  -0.000000  -0.796777  -0.000000  -0.000000   25.0000     0.2371
    5.500     0.000   0.940668   0.037287   0.016168   0.053455   0.000000  -0.000000  -0.822949  -0.000000  -0.000000   25.0000     0.2331
    6.000     0.000   0.986267   0.040664   0.016656   0.057320   0.000000  -0.000000  -0.848973  -0.000000  -0.000000   25.0000     0.2294
    6.500     0.000   1.031715   0.044180   0.017182   0.061362   0.000000  -0.000000  -0.874841  -0.000000  -0.000000   25.0000     0.2262
    7.000     0.000   1.077005   0.047832   0.017754   0.065586   0.000000  -0.000000  -0.900545  -0.000000  -0.000000   25.0000     0.2232
    7.500     0.000   1.122128   0.051619   0.018377   0.069996   0.000000  -0.000000  -0.926079  -0.000000  -0.000000   25.0000     0.2204
    8.000     0.000   1.167080   0.055538   0.019060   0.074598   0.000000  -0.000000  -0.951435  -0.000000  -0.000000   25.0000     0.2179
    8.500     0.000   1.211851   0.059586   0.019818   0.079403   0.000000  -0.000000  -0.976607  -0.000000  -0.000000   25.0000     0.2156
    9.000     0.000   1.256436   0.063760   0.020677   0.084437   0.000000  -0.000000  -1.001591  -0.000000  -0.000000   25.0000     0.2135
    9.500     0.000   1.300828   0.068058   0.021675   0.089733   0.000000  -0.000000  -1.026380  -0.000000  -0.000000   25.0000     0.2115
   10.000     0.000   1.345020   0.072476   0.022854   0.095330   0.000000  -0.000000  -1.050973  -0.000000  -0.000000   25.0000     0.2097


