xflr5 v6.61

Plane name :        wist_2_05_up
Polar name :        T1-25.0 m/s-VLM1
Freestream speed :  25.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    5.000     0.000   0.733331   0.019162   0.015092   0.034255   0.000000  -0.000000  -0.246920  -0.000000  -0.000000   25.0000     0.0890
    5.500     0.000   0.779272   0.021442   0.015501   0.036944   0.000000  -0.000000  -0.273432  -0.000000  -0.000000   25.0000     0.0928
    6.000     0.000   0.825098   0.023868   0.015938   0.039806   0.000000  -0.000000  -0.299875  -0.000000  -0.000000   25.0000     0.0962
    6.500     0.000   0.870801   0.026438   0.016409   0.042847   0.000000  -0.000000  -0.326243  -0.000000  -0.000000   25.0000     0.0992
    7.000     0.000   0.916374   0.029150   0.016921   0.046071   0.000000  -0.000000  -0.352528  -0.000000  -0.000000   25.0000     0.1020
    7.500     0.000   0.961810   0.032002   0.017481   0.049484   0.000000  -0.000000  -0.378724  -0.000000  -0.000000   25.0000     0.1045
    8.000     0.000   1.007102   0.034993   0.018098   0.053091   0.000000  -0.000000  -0.404822  -0.000000  -0.000000   25.0000     0.1067
    8.500     0.000   1.052242   0.038119   0.018788   0.056908   0.000000  -0.000000  -0.430818  -0.000000  -0.000000   25.0000     0.1088
    9.000     0.000   1.097223   0.041380   0.019566   0.060946   0.000000  -0.000000  -0.456705  -0.000000  -0.000000   25.0000     0.1107
    9.500     0.000   1.142039   0.044772   0.020468   0.065240   0.000000  -0.000000  -0.482476  -0.000000  -0.000000   25.0000     0.1125
   10.000     0.000   1.186683   0.048293   0.021534   0.069827   0.000000  -0.000000  -0.508129  -0.000000  -0.000000   25.0000     0.1142
   10.500     0.000   1.231147   0.051941   0.023292   0.075233   0.000000  -0.000000  -0.533695   0.000000  -0.000000   25.0000     0.1157


